gene_name	gene_id	transcript_id	chrom	strand	tss	tes	region_start	region_end	region_length	usable
ITGA7	ENSG00000135424.16	ENST00000257879.10	chr12	-	55707898	55684568	55684568	55748858	64291	yes
BLOC1S1-RDH5	ENSG00000258311.5	ENST00000550412.5	chr12	+	55716036	55724703	55675076	55724703	49628	yes
BLOC1S1	ENSG00000135441.7	ENST00000548925.5	chr12	+	55716037	55719703	55675077	55719703	44627	yes
RDH5	ENSG00000135437.9	ENST00000257895.9	chr12	+	55720398	55724705	55679438	55724705	45268	yes
CD63	ENSG00000135404.11	ENST00000257857.8	chr12	-	55729220	55725487	55725487	55770180	44694	yes
GDF11	ENSG00000135414.9	ENST00000257868.9	chr12	+	55743280	55757278	55702320	55757278	54959	yes
SARNP	ENSG00000205323.8	ENST00000336133.7	chr12	-	55817756	55757274	55757274	55858716	101443	yes
ORMDL2	ENSG00000123353.9	ENST00000243045.9	chr12	+	55817919	55821879	55776959	55821879	44921	yes
AC023055.1	ENSG00000257390.5	ENST00000546837.5	chr12	-	55827546	55757275	55757275	55868506	111232	yes
DNAJC14	ENSG00000135392.16	ENST00000317269.7	chr12	-	55829636	55820960	55820960	55870596	49637	yes
MMP19	ENSG00000123342.15	ENST00000552872.5	chr12	-	55842966	55836426	55836426	55883926	47501	yes
PYM1	ENSG00000170473.16	ENST00000408946.6	chr12	-	55927913	55901413	55901413	55968873	67461	yes
DGKA	ENSG00000065357.19	ENST00000555218.5	chr12	+	55931162	55952869	55890202	55952869	62668	yes
PMEL	ENSG00000185664.14	ENST00000548747.5	chr12	-	55966674	55954106	55954106	56007634	53529	yes
CDK2	ENSG00000123374.10	ENST00000266970.8	chr12	+	55966769	55972784	55925809	55972784	46976	yes
RAB5B	ENSG00000111540.15	ENST00000553116.5	chr12	+	55973913	55994706	55932953	55994706	61754	yes
SUOX	ENSG00000139531.12	ENST00000356124.8	chr12	+	55997180	56005525	55956220	56005525	49306	yes
IKZF4	ENSG00000123411.14	ENST00000431367.6	chr12	+	56019320	56038435	55978360	56038435	60076	yes
RPS26	ENSG00000197728.11	ENST00000356464.10	chr12	+	56041351	56044676	56000391	56044676	44286	yes
ERBB3	ENSG00000065361.15	ENST00000267101.7	chr12	+	56079861	56103505	56038901	56103505	64605	yes
AC034102.2	ENSG00000257411.1	ENST00000548861.1	chr12	+	56101331	56109289	56060371	56109289	48919	yes
PA2G4	ENSG00000170515.13	ENST00000303305.10	chr12	+	56104319	56113861	56063359	56113861	50503	yes
RPL41	ENSG00000229117.8	ENST00000546591.5	chr12	+	56116586	56117943	56075626	56117943	42318	yes
ZC3H10	ENSG00000135482.6	ENST00000257940.6	chr12	+	56118159	56127514	56077199	56127514	50316	yes
ESYT1	ENSG00000139641.12	ENST00000394048.9	chr12	+	56128056	56144671	56087096	56144671	57576	yes
MYL6B	ENSG00000196465.10	ENST00000550443.5	chr12	+	56152439	56157976	56111479	56157976	46498	yes
MYL6	ENSG00000092841.18	ENST00000550697.5	chr12	+	56158161	56161574	56117201	56161574	44374	yes
SMARCC2	ENSG00000139613.11	ENST00000394023.7	chr12	-	56189567	56162983	56162983	56230527	67545	yes
RNF41	ENSG00000181852.17	ENST00000552656.5	chr12	-	56221933	56206447	56206447	56262893	56447	yes
NABP2	ENSG00000139579.12	ENST00000267023.8	chr12	+	56224325	56229854	56183365	56229854	46490	yes
SLC39A5	ENSG00000139540.11	ENST00000454355.6	chr12	+	56230063	56237846	56189103	56237846	48744	yes
ANKRD52	ENSG00000139645.9	ENST00000267116.7	chr12	-	56258391	56237807	56237807	56299351	61545	yes
COQ10A	ENSG00000135469.13	ENST00000308197.9	chr12	+	56266858	56270964	56225898	56270964	45067	yes
CS	ENSG00000062485.18	ENST00000351328.7	chr12	-	56300392	56271701	56271701	56341352	69652	yes
AC073896.1	ENSG00000144785.8	ENST00000548360.1	chr12	-	56316059	56300177	56300177	56357019	56843	yes
CNPY2	ENSG00000257727.5	ENST00000273308.8	chr12	-	56316336	56310428	56310428	56357296	46869	yes
PAN2	ENSG00000135473.14	ENST00000440411.7	chr12	-	56334053	56316936	56316936	56375013	58078	yes
IL23A	ENSG00000110944.8	ENST00000228534.5	chr12	+	56338875	56340410	56297915	56340410	42496	yes
STAT2	ENSG00000170581.13	ENST00000314128.8	chr12	-	56360074	56342710	56342710	56401034	58325	yes
APOF	ENSG00000175336.9	ENST00000398189.3	chr12	-	56362823	56360569	56360569	56403783	43215	yes
AC024884.2	ENSG00000276272.1	ENST00000610448.1	chr12	-	56413190	56411944	56411944	56454150	42207	yes
TIMELESS	ENSG00000111602.11	ENST00000553532.5	chr12	-	56449399	56416373	56416373	56490359	73987	yes
SPRYD4	ENSG00000176422.13	ENST00000338146.6	chr12	+	56468567	56479707	56427607	56479707	52101	yes
MIP	ENSG00000135517.7	ENST00000555551.1	chr12	-	56469166	56452639	56452639	56510126	57488	yes
AC097104.1	ENSG00000285528.1	ENST00000648304.1	chr12	-	56488170	56449700	56449700	56529130	79431	yes
GLS2	ENSG00000135423.12	ENST00000623608.3	chr12	-	56488414	56470944	56470944	56529374	58431	yes
RBMS2	ENSG00000076067.12	ENST00000262031.9	chr12	+	56521929	56596196	56480969	56596196	115228	yes
BAZ2A	ENSG00000076108.11	ENST00000551812.5	chr12	-	56636379	56595930	56595930	56677339	81410	yes
ATP5F1B	ENSG00000110955.8	ENST00000262030.7	chr12	-	56646068	56638179	56638179	56687028	48850	yes
PTGES3	ENSG00000110958.15	ENST00000262033.10	chr12	-	56688300	56663343	56663343	56729260	65918	yes
NACA	ENSG00000196531.10	ENST00000356769.7	chr12	-	56727197	56712433	56712433	56768157	55725	yes
AC117378.1	ENSG00000285625.1	ENST00000647707.1	chr12	-	56741535	56714612	56714612	56782495	67884	yes
PRIM1	ENSG00000198056.13	ENST00000338193.10	chr12	-	56752335	56731622	56731622	56793295	61674	yes
HSD17B6	ENSG00000025423.11	ENST00000322165.1	chr12	+	56763324	56787790	56722364	56787790	65427	yes
SDR9C7	ENSG00000170426.1	ENST00000293502.1	chr12	-	56934405	56923154	56923154	56975365	52212	yes
RDH16	ENSG00000139547.7	ENST00000360752.4	chr12	-	56959374	56951438	56951438	57000334	48897	yes
GPR182	ENSG00000166856.2	ENST00000300098.2	chr12	+	56994446	56998441	56953486	56998441	44956	yes
ZBTB39	ENSG00000166860.2	ENST00000300101.2	chr12	-	57006446	56998834	56998834	57047406	48573	yes
TAC3	ENSG00000166863.11	ENST00000458521.6	chr12	-	57016541	57010000	57010000	57057501	47502	yes
MYO1A	ENSG00000166866.12	ENST00000442789.6	chr12	-	57050765	57028517	57028517	57091725	63209	yes
NEMP1	ENSG00000166881.9	ENST00000300128.8	chr12	-	57078769	57055648	57055648	57119729	64082	yes
NAB2	ENSG00000166886.12	ENST00000300131.7	chr12	+	57088894	57095476	57047934	57095476	47543	yes
LRP1	ENSG00000123384.13	ENST00000553277.5	chr12	+	57128493	57150059	57087533	57150059	62527	yes
STAT6	ENSG00000166888.11	ENST00000556155.5	chr12	-	57129100	57096341	57096341	57170060	73720	yes
NXPH4	ENSG00000182379.9	ENST00000349394.5	chr12	+	57216795	57226449	57175835	57226449	50615	yes
SHMT2	ENSG00000182199.10	ENST00000328923.7	chr12	+	57229327	57234931	57188367	57234931	46565	yes
NDUFA4L2	ENSG00000185633.10	ENST00000393825.5	chr12	-	57240692	57234905	57234905	57281652	46748	yes
STAC3	ENSG00000185482.7	ENST00000557176.5	chr12	-	57251186	57243459	57243459	57292146	48688	yes
AC137834.1	ENSG00000258830.1	ENST00000548184.1	chr12	-	57296484	57249609	57249609	57337444	87836	yes
R3HDM2	ENSG00000179912.20	ENST00000347140.7	chr12	-	57431005	57253764	57253764	57471965	218202	yes
AC126614.1	ENSG00000258001.1	ENST00000547552.1	chr12	+	57431116	57433935	57390156	57433935	43780	yes
INHBC	ENSG00000175189.3	ENST00000309668.2	chr12	+	57434760	57450828	57393800	57450828	57029	yes
INHBE	ENSG00000139269.2	ENST00000551553.1	chr12	+	57452323	57459280	57411363	57459280	47918	yes
GLI1	ENSG00000111087.9	ENST00000228682.6	chr12	+	57460138	57472262	57419178	57472262	53085	yes
MARS	ENSG00000166986.14	ENST00000262027.9	chr12	+	57487957	57516649	57446997	57516649	69653	yes
ARHGAP9	ENSG00000123329.17	ENST00000393797.6	chr12	-	57488814	57472264	57472264	57529774	57511	yes
AC022506.1	ENSG00000285133.1	ENST00000642841.1	chr12	-	57520480	57517712	57517712	57561440	43729	yes
DDIT3	ENSG00000175197.12	ENST00000551116.5	chr12	-	57520517	57516589	57516589	57561477	44889	yes
MBD6	ENSG00000166987.14	ENST00000355673.7	chr12	+	57522744	57530148	57481784	57530148	48365	yes
DCTN2	ENSG00000175203.15	ENST00000548249.5	chr12	-	57547331	57530102	57530102	57588291	58190	yes
KIF5A	ENSG00000155980.11	ENST00000455537.6	chr12	+	57549998	57586632	57509038	57586632	77595	yes
PIP4K2C	ENSG00000166908.17	ENST00000354947.9	chr12	+	57591274	57603248	57550314	57603248	52935	yes
DTX3	ENSG00000178498.15	ENST00000549583.5	chr12	+	57604639	57607467	57563679	57607467	43789	yes
ARHGEF25	ENSG00000240771.6	ENST00000333972.11	chr12	+	57610180	57617243	57569220	57617243	48024	yes
SLC26A10	ENSG00000135502.17	ENST00000320442.8	chr12	+	57619910	57626131	57578950	57626131	47182	yes
B4GALNT1	ENSG00000135454.13	ENST00000341156.8	chr12	-	57633355	57625895	57625895	57674315	48421	yes
OS9	ENSG00000135506.15	ENST00000552285.5	chr12	+	57693955	57720998	57652995	57720998	68004	yes
AGAP2	ENSG00000135439.11	ENST00000257897.7	chr12	-	57742157	57723761	57723761	57783117	59357	yes
TSPAN31	ENSG00000135452.9	ENST00000257910.7	chr12	+	57744881	57748232	57703921	57748232	44312	yes
CDK4	ENSG00000135446.16	ENST00000257904.10	chr12	-	57752521	57747727	57747727	57793481	45755	yes
MARCH9	ENSG00000139266.5	ENST00000266643.5	chr12	+	57755098	57760407	57714138	57760407	46270	yes
CYP27B1	ENSG00000111012.9	ENST00000228606.8	chr12	-	57767251	57762339	57762339	57808211	45873	yes
EEF1AKMT3	ENSG00000123427.16	ENST00000300209.12	chr12	+	57772600	57782403	57731640	57782403	50764	yes
METTL1	ENSG00000037897.16	ENST00000324871.11	chr12	-	57772793	57768471	57768471	57813753	45283	yes
AC025165.3	ENSG00000257921.5	ENST00000553083.1	chr12	+	57773052	57786243	57732092	57786243	54152	yes
TSFM	ENSG00000123297.17	ENST00000454289.7	chr12	+	57782589	57797584	57741629	57797584	55956	yes
AC025165.5	ENSG00000270039.1	ENST00000602802.1	chr12	+	57803838	57804415	57762878	57804415	41538	yes
AC025165.4	ENSG00000269903.1	ENST00000602327.1	chr12	+	57814494	57814926	57773534	57814926	41393	yes
AVIL	ENSG00000135407.10	ENST00000257861.7	chr12	-	57816471	57797882	57797882	57857431	59550	yes
CTDSP2	ENSG00000175215.10	ENST00000398073.6	chr12	-	57846739	57819927	57819927	57887699	67773	yes
AC083805.1	ENSG00000245651.2	ENST00000499481.2	chr12	-	57896482	57869835	57869835	57937442	67608	yes
AC084033.3	ENSG00000257698.1	ENST00000546580.1	chr12	-	57936175	57931588	57931588	57977135	45548	yes
ATP23	ENSG00000166896.8	ENST00000300145.3	chr12	+	57941577	57957269	57900617	57957269	56653	yes
LINC02403	ENSG00000257541.1	ENST00000548215.1	chr12	+	58087892	58093362	58046932	58093362	46431	yes
AC020637.1	ENSG00000258231.5	ENST00000548576.1	chr12	+	58591702	58812667	58550742	58812667	261926	yes
LINC02388	ENSG00000257259.2	ENST00000550678.1	chr12	-	58781716	58565960	58565960	58822676	256717	yes
LRIG3	ENSG00000139263.11	ENST00000320743.7	chr12	-	58920522	58872149	58872149	58961482	89334	yes
AC108721.1	ENSG00000258214.1	ENST00000547088.1	chr12	-	59411171	59366218	59366218	59452131	85914	yes
LINC02448	ENSG00000257230.1	ENST00000548613.1	chr12	-	59524184	59523278	59523278	59565144	41867	yes
SLC16A7	ENSG00000118596.11	ENST00000552432.5	chr12	+	59596067	59780213	59555107	59780213	225107	yes
AC080011.1	ENSG00000257294.2	ENST00000552378.2	chr12	+	60092864	60096071	60051904	60096071	44168	yes
FAM19A2	ENSG00000198673.10	ENST00000549379.5	chr12	-	62260144	61708277	61708277	62301104	592828	yes
USP15	ENSG00000135655.15	ENST00000353364.7	chr12	+	62260338	62416389	62219378	62416389	197012	yes
MON2	ENSG00000061987.15	ENST00000393630.7	chr12	+	62466817	62600479	62425857	62600479	174623	yes
AC048341.1	ENSG00000257354.2	ENST00000550290.2	chr12	+	62602752	62622213	62561792	62622213	60422	yes
LINC01465	ENSG00000221949.5	ENST00000408887.3	chr12	-	62603690	62601751	62601751	62644650	42900	yes
AC048341.2	ENSG00000275180.1	ENST00000619323.1	chr12	+	62603909	62604399	62562949	62604399	41451	yes
PPM1H	ENSG00000111110.11	ENST00000228705.6	chr12	-	62935037	62643982	62643982	62975997	332016	yes
AC078814.1	ENSG00000257235.1	ENST00000552996.1	chr12	-	63006541	63004338	63004338	63047501	43164	yes
AVPR1A	ENSG00000166148.3	ENST00000299178.3	chr12	-	63150942	63142759	63142759	63191902	49144	yes
AC026116.1	ENSG00000258117.2	ENST00000551729.2	chr12	-	63360037	63292625	63292625	63400997	108373	yes
DPY19L2	ENSG00000177990.11	ENST00000324472.8	chr12	-	63668577	63558913	63558913	63709537	150625	yes
RXYLT1	ENSG00000118600.11	ENST00000261234.10	chr12	+	63779803	63809520	63738843	63809520	70678	yes
SRGAP1	ENSG00000196935.8	ENST00000355086.7	chr12	+	63844293	64162221	63803333	64162221	358889	yes
C12orf66	ENSG00000174206.12	ENST00000398055.7	chr12	-	64222291	64191083	64191083	64263251	72169	yes
C12orf56	ENSG00000185306.12	ENST00000333722.9	chr12	-	64390691	64264762	64264762	64431651	166890	yes
XPOT	ENSG00000184575.11	ENST00000332707.9	chr12	+	64404350	64451127	64363390	64451127	87738	yes
TBK1	ENSG00000183735.9	ENST00000331710.9	chr12	+	64451880	64502108	64410920	64502108	91189	yes
RASSF3	ENSG00000153179.12	ENST00000542104.5	chr12	+	64610513	64697567	64569553	64697567	128015	yes
GNS	ENSG00000135677.10	ENST00000258145.7	chr12	-	64759447	64713449	64713449	64800407	86959	yes
TBC1D30	ENSG00000111490.13	ENST00000542120.5	chr12	+	64786011	64881032	64745051	64881032	135982	yes
LINC02389	ENSG00000255693.2	ENST00000535058.1	chr12	+	64883394	64977522	64842434	64977522	135089	yes
LINC02231	ENSG00000248995.2	ENST00000510459.2	chr12	-	64982524	64920845	64920845	65023484	102640	yes
WIF1	ENSG00000156076.9	ENST00000286574.8	chr12	-	65121566	65050626	65050626	65162526	111901	yes
LEMD3	ENSG00000174106.2	ENST00000308330.2	chr12	+	65169571	65248327	65128611	65248327	119717	yes
MSRB3	ENSG00000174099.11	ENST00000308259.9	chr12	+	65278643	65466907	65237683	65466907	229225	yes
AC025419.1	ENSG00000250748.6	ENST00000511935.2	chr12	-	65557311	65544238	65544238	65598271	54034	yes
AC090023.1	ENSG00000255866.1	ENST00000545750.1	chr12	+	65559591	65560889	65518631	65560889	42259	yes
LINC02454	ENSG00000256268.1	ENST00000541391.1	chr12	+	65602878	65612997	65561918	65612997	51080	yes
AC090023.2	ENSG00000256915.1	ENST00000540875.1	chr12	+	65644334	65663299	65603374	65663299	59926	yes
HMGA2	ENSG00000149948.13	ENST00000403681.6	chr12	+	65824131	65966295	65783171	65966295	183125	yes
LINC02425	ENSG00000256259.1	ENST00000536217.1	chr12	-	66031066	66027725	66027725	66072026	44302	yes
LLPH	ENSG00000139233.6	ENST00000266604.6	chr12	-	66130768	66116555	66116555	66171728	55174	yes
AC078927.1	ENSG00000228144.2	ENST00000539652.1	chr12	-	66169985	66123917	66123917	66210945	87029	yes
TMBIM4	ENSG00000155957.17	ENST00000358230.7	chr12	-	66170072	66135846	66135846	66211032	75187	yes
IRAK3	ENSG00000090376.10	ENST00000261233.8	chr12	+	66188879	66254622	66147919	66254622	106704	yes
HELB	ENSG00000127311.9	ENST00000247815.8	chr12	+	66302545	66347645	66261585	66347645	86061	yes
GRIP1	ENSG00000155974.12	ENST00000398016.7	chr12	-	66678973	66347431	66347431	66719933	372503	yes
AC073530.1	ENSG00000257083.5	ENST00000538008.5	chr12	-	67096284	67077626	67077626	67137244	59619	yes
CAND1	ENSG00000111530.12	ENST00000545606.5	chr12	+	67269281	67319951	67228321	67319951	91631	yes
LINC02420	ENSG00000256172.1	ENST00000543387.1	chr12	-	67442559	67440998	67440998	67483519	42522	yes
LINC02408	ENSG00000203585.4	ENST00000400306.2	chr12	+	67520082	67567126	67479122	67567126	88005	yes
LINC02442	ENSG00000256077.5	ENST00000540761.5	chr12	-	67589987	67571197	67571197	67630947	59751	yes
DYRK2	ENSG00000127334.10	ENST00000344096.3	chr12	+	67648721	67665406	67607761	67665406	57646	yes
LINC02421	ENSG00000255970.1	ENST00000542219.1	chr12	-	67729475	67709047	67709047	67770435	61389	yes
LINC01479	ENSG00000255772.5	ENST00000545520.5	chr12	+	67929235	67932948	67888275	67932948	44674	yes
IFNG	ENSG00000111537.4	ENST00000229135.3	chr12	-	68159747	68154768	68154768	68200707	45940	yes
IL26	ENSG00000111536.4	ENST00000229134.4	chr12	-	68225821	68201351	68201351	68266781	65431	yes
IL22	ENSG00000127318.11	ENST00000538666.6	chr12	-	68253604	68248242	68248242	68294564	46323	yes
MDM1	ENSG00000111554.14	ENST00000430606.3	chr12	-	68332381	68325121	68325121	68373341	48221	yes
AC022511.1	ENSG00000256273.1	ENST00000544089.1	chr12	+	68344664	68349959	68303704	68349959	46256	yes
AC008033.3	ENSG00000273824.1	ENST00000612531.1	chr12	-	68427737	68426331	68426331	68468697	42367	yes
LINC02384	ENSG00000251301.6	ENST00000536112.1	chr12	-	68432654	68431855	68431855	68473614	41760	yes
RAP1B	ENSG00000127314.17	ENST00000250559.13	chr12	+	68610839	68671901	68569879	68671901	102023	yes
NUP107	ENSG00000111581.9	ENST00000229179.8	chr12	+	68686734	68745809	68645774	68745809	100036	yes
AC090061.1	ENSG00000247363.2	ENST00000502102.2	chr12	-	68687755	68675350	68675350	68728715	53366	yes
SLC35E3	ENSG00000175782.9	ENST00000398004.3	chr12	+	68746106	68781467	68705146	68781467	76322	yes
MDM2	ENSG00000135679.23	ENST00000258149.9	chr12	+	68808176	68850686	68767216	68850686	83471	yes
CPM	ENSG00000135678.11	ENST00000546373.5	chr12	-	68963269	68855757	68855757	69004229	148473	yes
AC127894.1	ENSG00000258140.2	ENST00000548266.1	chr12	+	69212123	69224242	69171163	69224242	53080	yes
CPSF6	ENSG00000111605.17	ENST00000435070.6	chr12	+	69239537	69274358	69198577	69274358	75782	yes
AC020656.2	ENSG00000274979.1	ENST00000613291.1	chr12	-	69331882	69326574	69326574	69372842	46269	yes
LYZ	ENSG00000090382.6	ENST00000261267.6	chr12	+	69348341	69354234	69307381	69354234	46854	yes
YEATS4	ENSG00000127337.6	ENST00000247843.6	chr12	+	69359703	69390796	69318743	69390796	72054	yes
LINC02373	ENSG00000257507.1	ENST00000549261.1	chr12	+	69449470	69460724	69408510	69460724	52215	yes
FRS2	ENSG00000166225.8	ENST00000549921.5	chr12	+	69470375	69574964	69429415	69574964	145550	yes
CCT2	ENSG00000166226.12	ENST00000299300.10	chr12	+	69585334	69601570	69544374	69601570	57197	yes
LRRC10	ENSG00000198812.4	ENST00000361484.4	chr12	-	69611162	69608564	69608564	69652122	43559	yes
BEST3	ENSG00000127325.18	ENST00000266661.8	chr12	-	69699476	69683239	69683239	69740436	57198	yes
RAB3IP	ENSG00000127328.21	ENST00000247833.11	chr12	+	69738681	69817377	69697721	69817377	119657	yes
AC025263.2	ENSG00000258052.1	ENST00000550437.1	chr12	+	69801669	69855363	69760709	69855363	94655	yes
MYRFL	ENSG00000166268.10	ENST00000535034.5	chr12	+	69932536	69958607	69891576	69958607	67032	yes
AC084032.1	ENSG00000257139.1	ENST00000552324.1	chr12	+	70180338	70202004	70139378	70202004	62627	yes
LINC01481	ENSG00000257613.1	ENST00000552998.1	chr12	-	70221862	70219132	70219132	70262822	43691	yes
CNOT2	ENSG00000111596.12	ENST00000229195.7	chr12	+	70242994	70354992	70202034	70354992	152959	yes
KCNMB4	ENSG00000135643.4	ENST00000258111.4	chr12	+	70366276	70434292	70325316	70434292	108977	yes
PTPRB	ENSG00000127329.15	ENST00000334414.10	chr12	-	70637440	70515866	70515866	70678400	162535	yes
PTPRR	ENSG00000153233.12	ENST00000283228.6	chr12	-	70920843	70638082	70638082	70961803	323722	yes
AC123905.1	ENSG00000257265.1	ENST00000552098.1	chr12	-	71032083	71007773	71007773	71073043	65271	yes
AC025575.1	ENSG00000257454.1	ENST00000548497.1	chr12	-	71104526	71034122	71034122	71145486	111365	yes
AC025575.2	ENSG00000258053.1	ENST00000549357.1	chr12	-	71118247	71047402	71047402	71159207	111806	yes
LGR5	ENSG00000139292.12	ENST00000266674.9	chr12	+	71439770	71586310	71398810	71586310	187501	yes
TSPAN8	ENSG00000127324.8	ENST00000393330.6	chr12	-	71441898	71125085	71125085	71482858	357774	yes
THAP2	ENSG00000173451.6	ENST00000308086.2	chr12	+	71663009	71680639	71622049	71680639	58591	yes
ZFC3H1	ENSG00000133858.15	ENST00000378743.7	chr12	-	71663969	71609472	71609472	71704929	95458	yes
AC073612.1	ENSG00000258064.1	ENST00000548802.1	chr12	+	71674204	71698968	71633244	71698968	65725	yes
TMEM19	ENSG00000139291.13	ENST00000266673.9	chr12	+	71686087	71705046	71645127	71705046	59920	yes
AC011601.1	ENSG00000257515.1	ENST00000549710.1	chr12	-	71710374	71709171	71709171	71751334	42164	yes
RAB21	ENSG00000080371.5	ENST00000261263.4	chr12	+	71754874	71800285	71713914	71800285	86372	yes
AC089984.1	ENSG00000257410.1	ENST00000552780.1	chr12	-	71799627	71793855	71793855	71840587	46733	yes
TBC1D15	ENSG00000121749.15	ENST00000550746.5	chr12	+	71839718	71927248	71798758	71927248	128491	yes
TPH2	ENSG00000139287.12	ENST00000333850.3	chr12	+	71938846	72032441	71897886	72032441	134556	yes
TRHDE	ENSG00000072657.8	ENST00000261180.8	chr12	+	72272683	72670757	72231723	72670757	439035	yes
AC133480.1	ENSG00000258235.1	ENST00000547563.1	chr12	-	72728844	72727923	72727923	72769804	41882	yes
LINC02444	ENSG00000258123.1	ENST00000550723.1	chr12	+	73159190	73208317	73118230	73208317	90088	yes
AC090503.1	ENSG00000257682.1	ENST00000548029.1	chr12	-	73206835	73203815	73203815	73247795	43981	yes
LINC02445	ENSG00000257750.1	ENST00000551387.1	chr12	+	73760689	73798727	73719729	73798727	78999	yes
AC136188.1	ENSG00000257587.1	ENST00000546770.1	chr12	+	73906940	73919337	73865980	73919337	53358	yes
LINC02394	ENSG00000258332.2	ENST00000549140.1	chr12	+	74039086	74045828	73998126	74045828	47703	yes
AC090502.3	ENSG00000257183.1	ENST00000552046.1	chr12	-	74283669	74248637	74248637	74324629	75993	yes
AC090502.1	ENSG00000251138.6	ENST00000549905.5	chr12	-	74292631	74133166	74133166	74333591	200426	yes
ATXN7L3B	ENSG00000253719.3	ENST00000519948.3	chr12	+	74537827	74545430	74496867	74545430	48564	yes
KCNC2	ENSG00000166006.13	ENST00000549446.5	chr12	-	75209868	75040078	75040078	75250828	210751	yes
GLIPR1L1	ENSG00000173401.9	ENST00000378695.8	chr12	+	75334639	75370242	75293679	75370242	76564	yes
CAPS2	ENSG00000180881.19	ENST00000328705.7	chr12	-	75390922	75277229	75277229	75431882	154654	yes
GLIPR1L2	ENSG00000180481.10	ENST00000550916.5	chr12	+	75391070	75432688	75350110	75432688	82579	yes
GLIPR1	ENSG00000139278.9	ENST00000266659.7	chr12	+	75480680	75503853	75439720	75503853	64134	yes
KRR1	ENSG00000111615.13	ENST00000229214.8	chr12	-	75511621	75490861	75490861	75552581	61721	yes
AC078820.1	ENSG00000258088.1	ENST00000548702.1	chr12	-	75698816	75694010	75694010	75739776	45767	yes
AC011611.2	ENSG00000257329.1	ENST00000549888.1	chr12	+	75964440	75967062	75923480	75967062	43583	yes
AC078923.1	ENSG00000258077.2	ENST00000552856.1	chr12	-	75984015	75563202	75563202	76024975	461774	yes
PHLDA1	ENSG00000139289.13	ENST00000266671.9	chr12	-	76033932	76025447	76025447	76074892	49446	yes
NAP1L1	ENSG00000187109.13	ENST00000618691.4	chr12	-	76085033	76036587	76036587	76125993	89407	yes
LINC02407	ENSG00000257219.5	ENST00000553247.1	chr12	+	76259905	76305131	76218945	76305131	86187	yes
BBS10	ENSG00000179941.7	ENST00000393262.3	chr12	-	76348442	76344474	76344474	76389402	44929	yes
OSBPL8	ENSG00000091039.16	ENST00000261183.7	chr12	-	76559809	76351800	76351800	76600769	248970	yes
AC107032.2	ENSG00000257526.2	ENST00000551082.2	chr12	+	76562294	76615567	76521334	76615567	94234	yes
ZDHHC17	ENSG00000186908.14	ENST00000426126.6	chr12	+	76763588	76853696	76722628	76853696	131069	yes
CSRP2	ENSG00000175183.9	ENST00000311083.9	chr12	-	76879060	76858715	76858715	76920020	61306	yes
E2F7	ENSG00000165891.15	ENST00000322886.11	chr12	-	77065580	77021247	77021247	77106540	85294	yes
LINC02464	ENSG00000257677.1	ENST00000552060.1	chr12	-	77228693	77219603	77219603	77269653	50051	yes
AC073591.1	ENSG00000257835.1	ENST00000552736.1	chr12	+	77379820	77390864	77338860	77390864	52005	yes
AC138331.1	ENSG00000258066.1	ENST00000549993.1	chr12	+	77775783	77783576	77734823	77783576	48754	yes
NAV3	ENSG00000067798.15	ENST00000397909.6	chr12	+	77831289	78213007	77790329	78213007	422679	yes
AC128707.1	ENSG00000258084.5	ENST00000552230.5	chr12	+	78352519	78483019	78311559	78483019	171461	yes
LINC02424	ENSG00000258220.1	ENST00000548512.1	chr12	-	78359746	78326680	78326680	78400706	74027	yes
AC130415.1	ENSG00000257879.1	ENST00000547569.1	chr12	-	78442952	78426826	78426826	78483912	57087	yes
AC079362.1	ENSG00000257165.5	ENST00000546865.5	chr12	-	78540675	78448995	78448995	78581635	132641	yes
AC068993.2	ENSG00000257948.1	ENST00000546563.1	chr12	+	78804348	78808499	78763388	78808499	45112	yes
SYT1	ENSG00000067715.13	ENST00000393240.7	chr12	+	78863993	79450279	78823033	79450279	627247	yes
AC027288.3	ENSG00000257894.2	ENST00000549527.1	chr12	-	79503396	79341205	79341205	79544356	203152	yes
AC027288.1	ENSG00000257474.5	ENST00000548359.1	chr12	+	79540203	79546554	79499243	79546554	47312	yes
AC073569.2	ENSG00000258048.1	ENST00000551995.1	chr12	+	79690144	79778451	79649184	79778451	129268	yes
PAWR	ENSG00000177425.10	ENST00000328827.8	chr12	-	79691097	79584874	79584874	79732057	147184	yes
PPP1R12A	ENSG00000058272.18	ENST00000437004.6	chr12	-	79935460	79774406	79774406	79976420	202015	yes
OTOGL	ENSG00000165899.11	ENST00000546620.5	chr12	+	80356354	80379090	80315394	80379090	63697	yes
PTPRQ	ENSG00000139304.13	ENST00000551573.5	chr12	+	80420757	80445524	80379797	80445524	65728	yes
MYF6	ENSG00000111046.3	ENST00000228641.3	chr12	+	80707498	80709474	80666538	80709474	42937	yes
MYF5	ENSG00000111049.3	ENST00000228644.3	chr12	+	80716912	80719673	80675952	80719673	43722	yes
LINC01490	ENSG00000257741.5	ENST00000551399.1	chr12	+	80763154	80770717	80722194	80770717	48524	yes
LIN7A	ENSG00000111052.7	ENST00000552864.5	chr12	-	80937925	80792520	80792520	80978885	186366	yes
ACSS3	ENSG00000111058.7	ENST00000548058.5	chr12	+	81077211	81261205	81036251	81261205	224955	yes
